Task Name;Predecessor Task;Task Status;PIC ECU;ResponsibleRoleName;Process Link in Plib;Artifact Name;Link to Artifacts;LinkedMilestone;Description;Timely relation to milestone [working days];PLib-Version;Effort[ph];Task ID;additionalArtifacts;Study Project;SWaaP;Option: Product licensed to customer?;Option: External Suppliers in the (Sub)project?;Option: RB internal SW-Supplier which does not follow PS-EC guidelines (except BSW supply);Option: Endeavour is a Innovation Topic;Option: OBD responsibility is at RB;Option: Config Management strategy is different to generic one;Option: SW Sharing done in Project;Option: Project is not a successor project;Option: Security relevant Requirements exist;Option: ASIL D;Option: ASIL C;Option: ASIL B;Option: ASIL A;Option: QM;Option: EDC17 Project;Option: SWaaP is a customer project
Release: Complete Technical customer documentation and deliver it to customer and series process. ;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=HW+Product+Development%7CHardware+Integration%7CCreate+series+documents%7CCreate+final+TCD+%28TKU%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Technical Customer documentation;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=HW+Work+Products%7CTechnical+Customer+documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series, Series - Major;TCD consists of the HW part (to be done from SPjM HW: Subproject Manager Hardware) as well as of the compliance part (legal requirements, ISO26262, Special Characteristics) which must be done from the PjM-ECU;-28;5.6;6;Release_009;;;A,B,C,D,E;;;;;;;;;;;;;;;;Y
Release: Prepare release requirement document and agree to the release of the product with OEM;Project_053;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProduct+Delivery%7CCoordination+of+Production+Release%7CPrepare+the+release+requirement+document&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Product Release Letter;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProduct+Release+Letter&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGF;Storethecustomeragreementforusingthepresentreleaseversioninproduction;0;5.6;20;Release_003;;;;;;;;;;;;;;;;;;;
Regulatory requirements: Create/Update the project regulatory requirement list and get Review to it;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CUpdate+Regulatory+Requirements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Regulatory Requirement Specification Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Regulatory+Requirement+Specification+Report&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0, Series,Major,Series - Major, Final - Major;"take the newest template from the central directory (link in the Plib)
perform a peer to peer review
if necessary plan for the new measures";0;5.6;4;Regulatory_requirements_007;;;A,B,C,D,E;;;;;;;;;;;;;;;;
Regulatory requirements: Ensure all TCD relevent requirements added to TCD and delivered to customer;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CUpdate+Regulatory+Requirements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Regulatory Requirement Specification Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Regulatory+Requirement+Specification+Report&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0,SW-QGC4,QGP0,SW-QGP0,QGP2,SW-QGP2,SW-QGB;;0;5.6;8;Regulatory_requirements_001;;;;;;;;;;;;;;;;;;;
QG related: Product: Check the impact of new / changed SW functions to the overall system is analyzed related to the relevance for updating of the Product FMEA;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSoftware+Architectural+Design%7CConcept+Development+RbD%7CCreate+or+update+SW+FMEA+Element&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW FMEA Element;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CSW+FMEA+Element&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB;;0;5.6;13;QG_related_044;;;;;;;;;;;;;;;;;;;
QG related: Product: Identifiy critical computer resources and if necessary, plan for improvements;NA;Valid;A,B,C;PjM ECU;;;;SW-QGB,QGP2,SW-QGP2;;0;5.8;187;QG_related_039;;;;;;;;;;;;;;;;;;;
QG related: Review System Architectural Design (Product Scope) ;QG_related_036;Valid;A,B;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSystem+Architectural+Design%7CSystem+Architectural+Design+%28Functional+and+Technical%29%7CReview+System+Architectural+Design&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Review Protocol System Architectural Design;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CSystem+Architectural+Review+Protocols&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB,QGP2,SW-QGP2;;0;5.6;9;QG_related_038;;;;;;;;;;;;;;;;;;;
QG related: Generate HSI;NA;Valid;A,B;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSystem+Architectural+Design%7CSystem+Architectural+Design+%28Functional+and+Technical%29%7CDevelop+the+system+architectural+design&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Hardware Software Interface;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CHardware+Software+Interface&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGB,QGP2,SW-QGP2;;0;5.6;5;QG_related_037;;;;;;;;;;;;;Y;Y;Y;Y;Y;;
QG related: Develop the system architectural design;NA;Valid;A,B;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Develop+the+system+architectural+design&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;System Architectural Design Model;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=System+Architectural+Design+Model&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGB,QGP2,SW-QGP2;;0;5.6;19;QG_related_036;;;;;;;;;;;;;;;;;;;
QG related: Implement the measures and tasks from previous maturity assessments (e.g. QG and QG-Reviews);NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=QMS-PS+PNMD-523+Quality+Gates&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;;;SW-QGB,QGP2,SW-QGP2;"Actions defined in QG meeting are transferred into SuperOPL once the status is to ""in Review"" in QAT.
Actions defined in QG Review must be transferred manually by the project manager into SuperOPL.";0;5.6;4;QG_related_033;;;;;;;;;;;;;;;;;;;
QG related: Create a concept for series related Quality- and reliability-(QZ) Tests (product audit).;NA;Valid;A,B,C,D;HW-EPQ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Series+Production&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;;;QGP0,SW-QGP0;;0;5.6;25;QG_related_027;;;;;;;;;;;;;;;;;;;
QG related: Derive relevant topics for Product FMEA based on the BES-PE Focus analysis;Scoping_003;Invalid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Product+Engineering+%28PE%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;;;QGP0,SW-QGP0;;0;5.6;12;QG_related_026;;;;;;;;;;;;;;;;;;;
QG related: Clarify patent situtation;NA;Valid;A,B;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Generate+Ideas+actively&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SPPM_and_research_check_list;https://inside-share-hosted-apps.bosch.com/DMS/GetDocumentService/Document.svc/GetDocumentURL?documentID=P01S016500-1889700401-1460;QGP0,SW-QGP0;;0;5.6;31;QG_related_024;;;A,B,C,D,E;;;;;;;;;;;;;;;;
QG related: Prepare the Project Specific Quality Assurance Plan (PSQAP) ;Stakeholder_Requirements_001;Invalid;A,B,C,D;Lead-EPQ;QG Checklist;PSQAP  ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CPSQAP&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0, SW-QGP0;;0;5.6;16;QG_related_019;;A,B,C,D;;;;;;;;;;;;;;;;;
QG related: Get agreement with customer about tasks and responsibilites for the required OBD validation;NA;Valid;A,B,C,D;PjM ECU;;Development Interface Agreement (DIA);https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Development+Interface+Agreement+%28DIA%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;SW-QGC0;;0;5.6;1;QG_related_017;;;;;;;;;;;;;;;;;;;
QG related: Ensure VOST reports are available;NA;Valid;A,B,C,D;CalEng;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=CAL+Product+Development%7CDST+Creation+%26+Test%7CVehicle+OBD+System+Test&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Test Report VOST;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CTest+Report+VOST&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC4;;0;5.6;3;QG_related_015;;;;;;;;Y;;;;;;;;;;;
QG related: Ensure project specific Calibration RASIC for Codex relevant workpackages that are in RB calibration responsibility is available and updated to latest information;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;RASIC_PVER_Initial_Calibration;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGF;;0;5.6;3;QG_related_013;;;;;;;;;;;;;;;;;;;
QG related: Ensure Calibration of Codex relevant SW functions is finished. Results are within the targets and are confirmed;NA;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Views+%26+Use-Cases%7CCodex+Compliance%7CCodex+Compliance+for+Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;SW-QGF;In case of deviations approval is available by management according BU regulations;0;5.6;6;QG_related_007;;;;;;;;;;;;;;;;;;;
QG related: Create Release Program for Calibration of Codex relevant SW functions and get approval;QG_related_007;Valid;A,B,C,D;SPjM SW;;Codex - CRP EM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Activity&elementName=Calibration%7CAA+Calibration+release+programs+%28CRP%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0;;0;5.6;2;QG_related_006;;;;;;;;;;;;;;;;;;;
PVER Delivery: Update Initial SW Container for EWAK;PVER_Delivery_022;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Start EWAK;get in touch with the HW-PjM to align on the type of the container and on the content of the container. Furthermore check, if a container update is necessary.;-56;5.6;5;PVER_Delivery_023;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create Initial SW Container for EWAK;Sample_Delivery_002;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Start EWAK;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-56;5.6;4;PVER_Delivery_022;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for C-Sample delivery to customer;Sample_Delivery_002;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;C-sample for customer;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;5.6;12;PVER_Delivery_021;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for B-Sample delivery to customer;Sample_Delivery_001;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;B-sample for customer;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;5.6;17;PVER_Delivery_020;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for C-Sample delivery to developmentteam;Sample_Delivery_002;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;C-sample for development;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;5.6;3;PVER_Delivery_019;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for B-Sample delivery to developmentteam;Sample_Delivery_001;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Plant Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPlant+Container&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;B-sample for development;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;5.6;6;PVER_Delivery_018;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for Initial Startup (Start-Up-Block) of C-Sample;Sample_Delivery_002;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;B Sample/ C Sample;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=HW+Work+Products%7CB+Sample%2F+C+Sample&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;C-sample for development;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-70;5.6;6;PVER_Delivery_017;;;;;;;;;;;;;;;;;;;
PVER Delivery: Create SW Container for Initial Startup (Start-Up-Block) of B-Sample;Sample_Delivery_001;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;B Sample/ C Sample;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=HW+Work+Products%7CB+Sample%2F+C+Sample&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;B-sample for development;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-70;5.6;9;PVER_Delivery_016;;;;;;;;;;;;;;;;;;;
PVER Delivery: Review the delivery documentation/release notes by lead EPQ;PVER_Delivery_001;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CRelease+work+products&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVER Delivery Documentation;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Delivery+Documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series, Series - Major;;-49;5.6;4;PVER_Delivery_015;;;;;;;;;;;;;;;;;;;
PVER Delivery: Identify production relevant changes in the PVER and update ECU Individualization Specification ;NA;Valid;A,B,C,D;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CCollect+information+on+production+relevant+changes+in+the+PVER&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;ECU Individualization Specification;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CECU+Individualization+Specification&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series, Series - Major;;-49;5.6;1;PVER_Delivery_012;;;;;;;;;;;;;;;;;;;
PVER Delivery: Generate the necessary calibration data for the delivery and perform compliance SSD check;PVER_Creation_004, PVER_Creation_005;Valid;A,B,C,D;SW SD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CPerform+Compliance+SSD+check&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SSD Checklist;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SSD+Checklist&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Series, Series - Major;;0;5.6;15;PVER_Delivery_010;;;;;;;;;;;;;;;;;;;
PVER Delivery: Initiate SW Container and/or PAV adaptations and/or ECA tool adaptations;PVER_Delivery_012;Valid;A,B,C,D;PEC-C;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CInitiate+SW+Container+and%2For+PAV+adaptations+and%2For+ECA+tool+adaptations&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW Container;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CInitiate+SW+Container+and%2For+PAV+adaptations+and%2For+ECA+tool+adaptations&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series,Series - Major;;-56;5.6;9;PVER_Delivery_009;;;;;;;;;;;;;;;;;;;
PVER Delivery: Inform customer about the quality status and risks related to the program version;Prod_Delivery_015;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CDeliver+the+program+version&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVER Delivery Documentation ;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Delivery+Documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Preliminary, Preliminary - Major;;0;5.6;17;PVER_Delivery_008;;;;;;;;;;;;;;;;;;;
PVER Delivery: perform FOSS Scan;NA;Valid;A,B,C,D,E;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CInitiate+FOSS+scan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Free and Open Source Software Scan Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CFree+and+Open+Source+Software+Scan+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Series,SW-QGP2,Series - Major;ensure FOSS (Free and Open Source Software) elements are not allowed in ECU Series PVERs;0;5.6;10;PVER_Delivery_003;;;A,B,C,D,E;;;;;;;;;;;;;;;;
PVER Delivery: Create all deliverables and make delivery as agreed with customer. Verify the content, layout and completeness of the PVER Delivery Documentation;Prod_Delivery_018,PVER_Delivery_003,PVER_Delivery_008, Prod_Delivery_015,Project_005,Release_011;Valid;A,B,C,D,E;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CCreate+all+deliverables&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;Minor,Major,Final - Major,Preliminary,Preliminary - Major,Prototype,Series,Series - Major,Final;;0;5.6;8;PVER_Delivery_001;;;;;;;;;;;;;;;;;;;
PVER Creation: Prepare the technical SW documentation and verify the document;PVER_Creation_005;Valid;A,B,C,D;SW SD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CCompile+and+verify+the+technical+SW+documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Technical SW Documentation;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CTechnical+SW+Documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series, Series - Major,Final - Major,Final;;0;5.6;5;PVER_Creation_011;;;A,B,C,D,E;;;;;;;;;;;;;;;;
PVER Creation: Prepare the program integration plan;NA;Valid;A,B,C,D;SPjM SW;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Integration+Planning&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Program Version Integration Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+Integration+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Preliminary,Preliminary - Major,Series, Series - Major,Final - Major,Final;;-28;5.6;10;PVER_Creation_010;;;;;;;;;;;;;;;;;;;
PVER Creation: Perform the review of PVER created using PVER-Integration Review Checklist;PVER_Creation_005;Valid;A,B,C,D,E;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CVerification+of+PVER+and+configuration+changes&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVER Review Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Review+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series, Series - Major,Final - Major,Final;;0;5.6;191;PVER_Creation_009;;A,B,C,D,E;;;;;;;;;;;;;;;;;
PVER Creation: Perform static and dynamic resource analysis ;PVER_Creation_005;Valid;A,B,C;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CCheck+Static+and+Dynamic+SW+resources&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW Resource Consumption of Project and its Components;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Software+Work+Products%7CSW+Resource+Consumption+of+Project+and+its+Components&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Series, Series - Major,Final - Major,Final;This is to obtain memory utilisation of the project and individual components;0;5.6;21;PVER_Creation_006;;;A,B,C,D,E;;;;;;;;;;;;;;;;
PVER Creation: Integrate all the software elements defined in the Program Version Integration Plan;PVER_Creation_010;Valid;A,B,C,D;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CIntegrate+all+the+SW+elements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Program Version Integration Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CProgram+Version+Integration+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Minor,Major,Preliminary,Preliminary - Major,Prototype,Series, Series - Major,Final - Major,Final;Consider the planned Integration Steps;0;5.6;8;PVER_Creation_005;;;;;;;;;;;;;;;;;;;
