TaskID;TaskName;TaskStatus;ResponsibleRoleName;ProcessLink;Artifact;Description;TimelyRelation;PLibVersion;Milestones;ImpactCategory;PredecessorTasks;OptimisticEstimate;OptimisticEstimateComment;MostLikelyEstimate;MostLikelyEstimateComment;PessimisticEstimate;PessimisticEstimateComment;FinalEstimation;LessonsLearntFactor;EffortEstimation;RemarksAssumptions;StudyProject;SWaaP;ProductLicensedToCustomer;ExternalSuppliers(Sub)project;RBInternalSWSupplierNoPSECGuidelines;EndeavourIsInnovation;OBDResponsibilityIsAtRB;NonGenericConfigManagement;SWSharingIsDoneInProject;PrjIsNotSuccessorProject;HasSecurityRelevantRequirements;ASILD;ASILC;ASILB;ASILA;QM;EDC17Prj;SWaaPIsCustPrj
PVER_Delivery_013;QG related: Review System Architectural Design (Product Scope);2;4;;;;0;2;"5;7;9";"1;2;3;4;5";;8;Baseline only to be updated;2;Baseline to be updated to new template;4;Baseline to be created newly;3,333333333;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_015;PVER Delivery: Review the delivery documentation/release notes by lead EPQ;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Implementation%7CRelease+work+products&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;71;;-49;1;"22;23";"1;2;3;4";PVER_Delivery_001;4;only few warnings;4;normal amount of warnings;6;many warnings;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_016;PVER Delivery: Create SW Container for Initial Startup (Start-Up-Block) of B-Sample;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;11;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-70;1;11;"1;2;3;4";Sample_Delivery_001;4;carry over setup;8;new setup experienced team;16;new setup, inexperienced team;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_017;PVER Delivery: Create SW Container for Initial Startup (Start-Up-Block) of C-Sample;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;11;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-70;1;13;"1;2;3;4";Sample_Delivery_002;4;carry over setup;6;new setup experienced team;8;new setup, inexperienced team;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_018;PVER Delivery: Create SW Container for B-Sample delivery to developmentteam;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;1;11;"1;2;3;4";Sample_Delivery_001;4;check for changes with result indi-spec does not need changes;6;knwon product, typical changes;8;complex product, new generation;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_019;PVER Delivery: Create SW Container for C-Sample delivery to developmentteam;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;1;13;"1;2;3;4";Sample_Delivery_002;2;carry over setup;3;new setup experienced team;4;new setup, inexperienced team;3;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_020;PVER Delivery: Create SW Container for B-Sample delivery to customer;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;1;10;"1;2;3;4";Sample_Delivery_001;8;carry over setup;16;new setup experienced team;32;new setup, inexperienced team;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_021;PVER Delivery: Create SW Container for C-Sample delivery to customer;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-42;1;12;"1;2;3;4";Sample_Delivery_002;4;Report generation and no new warnings compared to previous delivery;10;4-10 delta warnings needs follow up;30;20-30 warnings needs follow up;12,33333333;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_022;PVER Delivery: Create Initial SW Container for EWAK;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container;-56;1;24;"1;2;3;4";Sample_Delivery_002;2;No changes in nhibit matrix;4;project specific inhibit config is introduced;8;Inhibit matrix needs followup with Calibration;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Delivery_023;PVER Delivery: Update Initial SW Container for EWAK;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Creation+of+Release+Version&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;52;get in touch with the HW-PjM to align on the type of the container and on the content of the container. Furthermore check, if a container update is necessary.;-56;1;24;"1;2;3;4";PVER_Delivery_022;2;no change in EEP layout;4;minor change in EEP layout;12;Few changes in the EEP Layout;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_004;Testing: Perform emFace (evaluated report for SW);2;4;;;;0;2;2;"1;2;3;4;5";;4;PMAP green no open points;6;Few open points in PMAP;8;Many open points from PMAP;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_005;Regulatory requirements: Ensure all TCD relevent requirements added to TCD and delivered to customer;2;4;;;;0;2;"1;2;4;5;7;8;9";"1;2;3;4;5";;1;Project is based on a previous project;3;Usual PIC (B or C), experienced PjM;5;huge project. Less experience of PjM;3;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_006;QG related: Create Release Program for Calibration of Codex relevant SW functions and get approval;1;29;;12;;0;1;1;"1;2;3;4";QG_related_007;1;Project is based on a previous project;2;Usual PIC (B or C), experienced PjM;3;huge project. Less experience of PjM;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_007;QG related: Ensure Calibration of Codex relevant SW functions is finished. Results are within the targets and are confirmed;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Views+%26+Use-Cases%7CCodex+Compliance%7CCodex+Compliance+for+Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;In case of deviations approval is available by management according BU regulations;0;1;3;"1;2;3;4";;4;Small changes;6;medium size project few tracking items;8;Lagre changes with many open items;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_008;QG related: Ensure changes of the functional and non-functional requirements planned for the next SW Version are completely entered into the System and the acceptance criteria are defined;2;4;;;;0;2;2;"1;2;3;4;5";;0;Small Project, lesser phases and deliveries;16;Medium project, few deliveries;40;large Project, many deliveries;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_009;QG related: Ensure Complaint management is assured;2;4;;;;0;2;2;"1;2;3;4;5";;4;carry over setup;8;new setup experienced team;16;new setup, inexperienced team;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_012;No Title, no Milestone in WBD;2;4;;;;0;2;"1;4;8";"1;2;3;4;5";;5;experience from last project;10;new project, experienced PjM;25;less experience;11,66666667;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_013;QG related: Ensure project specific Calibration RASIC for Codex relevant workpackages that are in RB calibration responsibility is available and updated to latest information;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;78;;0;1;3;"1;2;3;4";;2;Small changes;3;medium size project few tracking items;4;Lagre changes with many open items;3;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_014;QG related: Ensure the Safety and Usage Instructions (bottom up requirements) have been handed over to the customer and confirmed by the customer;2;4;;;;0;2;2;"1;2;3;4;5";;0;Small Project, lesser phases and deliveries;6;Medium project, few deliveries;8;large Project, many deliveries;5,333333333;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_015;QG related: Ensure VOST reports are available;1;2;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=CAL+Product+Development%7CDST+Creation+%26+Test%7CVehicle+OBD+System+Test&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;111;;0;1;2;"1;2;3;4";;0;Only one BM number;3;Medium project with few sub projcts;4;Many subprojects or varients with separate BM numbers;2,666666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_016;Safety: Review the Technical Safety Requirements as per review checklist. Store the review checklist in the Project safety case;2;4;;;;0;2;"16;22;23";"1;2;3;4;5";;1;Project is based on a previous project;2;new project, experienced PjM;5;new project, unexperienced PjM;2,333333333;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_017;QG related: Get agreement with customer about tasks and responsibilites for the required OBD validation;1;4;;20;;0;1;1;"1;2;3;4";;0,100000001;All artefacts readily available;1;find artefacts;2;inexperienced PM;1,016666667;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_018;Regulatory requirements: Create/Update the project regulatory requirement list and get Review to it;2;4;;;;0;2;"1;16;22;23";"1;2;3;4;5";;1;OBD at the customer;30;many experience with that topic on PrL and customer side.;100;difficult customer;36,83333333;1;37;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_019;QG related: Prepare the Project Specific Quality Assurance Plan (PSQAP);2;13;QG Checklist#http://QG Checklist#;70;;0;1;"1;4";"1;2;3;4";Stakeholder_Requirements_001;8;Project is based on a previous project;16;Usual PIC (B or C), experienced CM-R;24;huge project. Less experience of CM-R;16;1;16;;"1;2;3;4";;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_021;QG related: Update the short presentation about the project.;2;4;;;;0;2;"2;7";"1;2;3;4;5";;0;Small Project, lesser phases and deliveries;6;Medium project, few deliveries;8;large Project, many deliveries and tough situations;5,333333333;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_022;QG related: Create Project management Plan Baseline including review;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;less complex project and experience from past project;16;medium complex project and having experience from past project;32;large complex project;17,33333333;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_023;QG related: Identify all compliance relevant  regulations (laws, standards, Codex Management Rules) for countries and markets of use as agreed with the customer and/or other stakeholder;2;4;;;;0;2;"4;8";"1;2;3;4;5";;0;;0;;0;;0;1;0;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_024;QG related: Clarify patent situtation;1;44;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Generate+Ideas+actively&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;130;;0;1;"4;8";"1;2";;16;easy to clarify by the patent team;30;Needs some analysis by patent team;50;Needs detailed analysis when there is possibility of filing it;31;1;31;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_025;QG related: DRBFM is performed according to Project Task;2;4;;;;0;2;"4;8";"1;2;3;4;5";;8;experienced project manager;12;medium project experienced PM;16;inexperienced PM;12;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_026;QG related: Derive relevant topics for Product FMEA based on the BES-PE Focus analysis;2;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Product+Engineering+%28PE%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;;;0;1;"4;8";"1;2;3;4";Scoping_003;0;;0;;0;;0;1;0;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_027;QG related: Create a concept for series related Quality- and reliability-(QZ) Tests (product audit).;1;10;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Series+Production&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;;;0;1;"4;8";"1;2;3;4";;16;experienced project manager;24;medium project experienced PM;40;inexperienced PM;25,33333333;1;25;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_028;QG related: Initiate FOSS scan;2;4;;;;0;2;4;"1;2;3;4;5";;1;Project is based on a previous project;2;Usual PIC (B or C), experienced PjM;4;huge project. Less experience of PjM;2,166666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_029;QG related: Prepare the Project Specific Quality Assurance Plan (PSQAP);2;4;;;;0;2;4;"1;2;3;4;5";;4;Small Project, lesser phases and deliveries;6;Medium project, few deliveries;8;large Project, many deliveries and tough situations;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_030;QG related: Perform Lessons Learned (LL) with project team on the basis of relevant information collected during the running project.and document in the meeting minutes;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;Small changes;4;medium size project few tracking items;8;Lagre changes with many open items;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_031;QG related: Manage all changes (project, product and process) requests and assess impacts;2;4;;;;0;2;"5;7;9";"1;2;3;4;5";;1;Small changes;2;medium size project few tracking items;3;Lagre changes with many open items;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_032;QG related: Collection and Evaluation of Regulations for PS Projects and Series with ProCodex-Light;2;4;;;;0;2;"5;9";"1;2;3;4;5";;2;Small changes;4;medium size project few tracking items;8;Lagre changes with many open items;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_033;QG related: Implement the measures and tasks from previous maturity assessments (e.g. QG and QG-Reviews);1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=QMS-PS+PNMD-523+Quality+Gates&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;;"Actions defined in QG meeting are transferred into SuperOPL once the status is to""in Review"" in QAT.
Actions defined in QG Review must be transferred manually by the project manager into SuperOPL.";0;1;"5;7;9";"1;2;3;4";;2;Small changes;4;medium size project few tracking items;8;Lagre changes with many open items;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_034;QG related: Confirm the identified compliance relevant  regulations (laws, standards, Codex Management Rules) for countries and markets of use as agreed with the customer and/or other stakeholder;2;4;;;;0;2;"5;9";"1;2;3;4;5";;1;Small changes;2;medium size project few tracking items;3;Lagre changes with many open items;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_035;"QG related: Check any codex compliance according to RB.GF182;A";2;4;;;;0;2;"4;5;7;8;9";"1;2;3;4;5";;8;small changes to existing design;16;more changes to an existing design;40;new design to be created for that SW version;18,66666667;1;19;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_036;QG related: Develop the system architectural design;1;37;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Develop+the+system+architectural+design&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;99;;0;4;"15;16;17;23";"1;2";;8;small changes to existing design;16;more changes to an existing design;40;new design to be created for that SW version;18,66666667;1;19;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_037;QG related: Generate HSI;1;37;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSystem+Architectural+Design%7CSystem+Architectural+Design+%28Functional+and+Technical%29%7CDevelop+the+system+architectural+design&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;38;;0;1;"16;17;22;23";"1;2";;2;small BugfixSW;4;standard SW till I400 typically;12;huge SW with Development effort of Issues >10.000h and many new features;5;1;5;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;WAHR;WAHR;WAHR;WAHR;FALSCH;FALSCH
QG_related_038;QG related: Review System Architectural Design (Product Scope);2;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSystem+Architectural+Design%7CSystem+Architectural+Design+%28Functional+and+Technical%29%7CReview+System+Architectural+Design&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;100;;0;4;"5;7;9";"1;2";QG_related_036;4;Highly experienced project manager;8;Moderate project management experience;16;New to project management;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_039;QG related: Product: Identifiy critical computer resources and if necessary, plan for improvements;1;4;;;;0;3;"5;7;9";"1;2;3";;60;Small scope of changes to safety mechanisms (QSOP: no safety changes);140;Normal scope of changes (QSOP: no safety changes);500;Initial creation, large scope of changes (QSOP: no safety changes);186,6666667;1;187;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_040;QG related: Complete functional safety (ISO 26262) related activities;2;4;;;;0;2;"5;9";"1;2;3;4;5";;0,5;covered as part of regular customer meeting;1;covered as part of regular customer meeting and follow up with customer required;4;Separate meeting required and many stakeholders out of sync;1,416666667;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_041;QG related: Perform variant management - Set the system constants;2;4;;;;0;2;"5;7;9";"1;2;3;4;5";;0;;0;;0;;0;1;0;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_042;QG related: Create Product Delivery Baseline;2;4;;;;0;2;"5;7;9";"1;2;3;4;5";;12;4-6 requirements;40;15-20 requirements;80;30-50 requirements;42;1;42;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_043;QG related: Check and assess the identified compliance relevant  regulations (laws, standards, Codex Management Rules) for countries and markets of use as agreed with the customer and/or other stakeholder;2;4;;;;0;2;7;"1;2;3;4;5";;30;Less issues (<5);50;Less issues + moderate exp. In FMEA;80;Less issues + less experience in FMEA activities;51,66666667;1;52;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_044;QG related: Product: Check the impact of new / changed SW functions to the overall system is analyzed related to the relevance for updating of the Design FMEA;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CRequirement+based+Development%7CSoftware+Architectural+Design%7CConcept+Development+RbD%7CCreate+or+update+SW+FMEA+Element&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;95;;0;4;7;"1;2;3;4";;8;carry over HW project;12;Layout change HW, different plant;24;new HW varient, different lead plant;13,33333333;1;13;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
QG_related_045;QG related: Product: Release the Product FMEA for the SW Version (for the Product that includes the current SW Version to be delivered / Major SW Version).;2;4;;;;0;2;7;"1;2;3;4;5";;2;Project is based on a previous project;4;Usual PIC (B or C), experienced CM-R;6;huge project. Less experience of CM-R;4;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Regulatory_requirements_001;Regulatory requirements: Ensure all TCD relevent requirements added to TCD and delivered to customer;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CUpdate+Regulatory+Requirements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;79;;0;1;"1;2;4;5;7;8;9";"1;2;3;4;5";;3;Few changes;8;Medium changes;14;Major update in safety case;8,166666667;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Regulatory_requirements_004;Project: Perform acceptance test -  Check for the required maturity of the SW elements or data that are provided by external services;2;4;;;;0;2;7;"1;2;3;4;5";;2;repetition of a QG-F;8;experienced PjM;12;non experienced PjM;7,666666667;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Regulatory_requirements_005;Safety: Plan for availability of Test Environment for ECU-MST;2;4;;;;0;2;"16;22;23";"1;2;3;4;5";;4;Few changes;6;Medium changes;8;Major update in safety case;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
